class,isosurface_points,isosurface_cells,mean_intensity,median_intensity,std_intensity,min_intensity,max_intensity,q25_intensity,q75_intensity,intensity_range,iqr_intensity,voxel_count,high_intensity_voxels,voxel_ratio,high_intensity_ratio,point_cell_ratio,cell_density,point_density
meningioma,38564,76600,0.0875578632836325,0.01009092502088864,0.13193102048073888,0.0,0.8901960849761963,0.0,0.15709524504112418,0.8901960849761963,0.15709524504112418,322723,7574,0.3077726364135742,0.0072231292724609375,0.5034464751958224,0.23735525512591293,0.11949566656234603
meningioma,40924,81476,0.08257277737300318,0.012125654887494737,0.13553233800411288,0.0,0.8941176533699036,0.0,0.12155827091068157,0.8941176533699036,0.12155827091068157,279813,6793,0.26685047149658203,0.006478309631347656,0.5022828808483479,0.2911801810494866,0.14625482018347968
meningioma,35502,70380,0.10535316624466957,0.05293805474654831,0.12079475050913939,0.0,0.9137254953384399,0.011258121817033315,0.17772878608439877,0.9137254953384399,0.16647066426736545,419857,4536,0.4004068374633789,0.00432586669921875,0.5044330775788576,0.16762850208523378,0.08455736119678843
meningioma,32614,64648,0.06480748671892551,0.0067272836135331,0.11190382740771655,0.0,0.843137264251709,0.0,0.09344303146264868,0.843137264251709,0.09344303146264868,253967,4528,0.2422018051147461,0.0043182373046875,0.5044858309615147,0.25455275685423695,0.12841825906515414
meningioma,58374,116332,0.12926305246777656,0.0432581105145262,0.15661059931943397,0.0,0.8823529481887817,0.00554593586669901,0.23150723636701837,0.8823529481887817,0.22596130050031935,447723,12571,0.42698192596435547,0.011988639831542969,0.5017879861087233,0.2598302968576553,0.1303797213902346
meningioma,34522,68900,0.09504249970618606,0.012599334572259166,0.13670363632167912,0.0,0.9529411792755127,0.0033533734801212208,0.16340301652935255,0.9529411792755127,0.16004964304923133,349291,8686,0.33310985565185547,0.008283615112304688,0.501044992743106,0.19725672863028249,0.09883449616508871
meningioma,102908,204926,0.18146202864107766,0.14250061832031827,0.17960461508213502,0.0,1.0,0.014816514003555211,0.2906946058343199,1.0,0.27587809183076467,601776,28771,0.5738983154296875,0.02743816375732422,0.5021715155714745,0.34053534870117785,0.17100715216293105
meningioma,37528,74624,0.09577985756544523,0.01568627543747425,0.1295475651107351,0.0,0.9215686321258545,0.003804044355141985,0.16917155126662228,0.9215686321258545,0.1653675069114803,367650,6308,0.3506183624267578,0.006015777587890625,0.5028945111492281,0.20297565619475044,0.10207534339725283
meningioma,55052,109320,0.11908477547393627,0.04488226447229883,0.1441411406535449,0.0,0.9529411792755127,0.010893534366301489,0.2032385918778539,0.9529411792755127,0.1923450575115524,433163,11408,0.41309642791748047,0.0108795166015625,0.5035858031467252,0.25237612630811035,0.1270930342619291
meningioma,45110,89400,0.08562610796778622,0.007090112522230991,0.13803167415679124,0.0,0.8823529481887817,0.0,0.1455697789612152,0.8823529481887817,0.1455697789612152,302898,7402,0.2888660430908203,0.0070590972900390625,0.504586129753915,0.2951488619931462,0.14892802197439403
meningioma,64548,128384,0.12836649282508564,0.04430795687517774,0.15402712549332462,0.0,0.9137254953384399,0.007246114409008495,0.22954957272549806,0.9137254953384399,0.22230345831648957,445217,11597,0.4245920181274414,0.011059761047363281,0.5027729312063809,0.2883627534438263,0.14498098679969543
meningioma,38656,76416,0.08763662634882062,0.017151542898850465,0.12744264865311358,0.0,0.8980392217636108,0.0,0.1448366938849692,0.8980392217636108,0.1448366938849692,322002,4659,0.3070850372314453,0.004443168640136719,0.5058626465661642,0.23731529617828462,0.12004894379538016
meningioma,39622,78856,0.10893742486476027,0.04740416369660897,0.13109483033647892,0.0,0.9529411792755127,0.009344303368180153,0.18548021001411666,0.9529411792755127,0.1761359066459365,416520,7995,0.39722442626953125,0.007624626159667969,0.5024601805823273,0.18932104100643427,0.09512628445212715
meningioma,21214,41668,0.11442936799491282,0.07794706449224294,0.11397383577718646,0.0,0.7490196228027344,0.02018185004177728,0.19007705826638083,0.7490196228027344,0.16989520822460355,470777,1906,0.44896793365478516,0.0018177032470703125,0.5091197081693386,0.08850899682864712,0.04506167463576173
meningioma,43212,85948,0.09051186409333976,0.011708055836891704,0.13461339856643761,0.0,0.8392156958580017,0.0,0.16267809392367247,0.8392156958580017,0.16267809392367247,332271,8867,0.3168783187866211,0.008456230163574219,0.5027691162098012,0.25866837611467747,0.13005047085060087
meningioma,57600,114804,0.12259514604254015,0.025696833430313107,0.15435163487959908,0.0,0.9529411792755127,0.009344303368180153,0.22121942724850585,0.9529411792755127,0.2118751238803257,414283,12706,0.39509105682373047,0.012117385864257812,0.5017246785826278,0.2771149190287798,0.1390353936801655
meningioma,39302,78104,0.08000665109880664,0.006299667286129584,0.132195261065092,0.0,0.9490196108818054,0.0,0.13461759409733182,0.9490196108818054,0.13461759409733182,292619,8154,0.27906322479248047,0.0077762603759765625,0.5032008603912732,0.2669136317190613,0.13431116913119107
meningioma,20830,41100,0.07917240068960762,0.014769319542980074,0.11381351669699669,0.0,0.7960784435272217,0.0038114540278096428,0.13290111492259132,0.7960784435272217,0.1290896608947817,313075,1346,0.2985715866088867,0.0012836456298828125,0.5068126520681265,0.13127844765631239,0.06653357821608241
meningioma,44176,87880,0.11246562011239952,0.03485931080002893,0.13774788455529888,0.0,0.8705882430076599,0.010534258738232664,0.1975173479019534,0.8705882430076599,0.18698308916372075,409376,7664,0.390411376953125,0.0073089599609375,0.5026854802002731,0.21466817790979442,0.10791057609630267
meningioma,64686,128604,0.1466285857342149,0.10245341804603304,0.1503468316533642,0.0,0.9019607901573181,0.017292574422740705,0.24131823418495527,0.9019607901573181,0.22402565976221456,529389,13162,0.5048646926879883,0.012552261352539062,0.5029859102360735,0.24292911261850927,0.1221899208332625
meningioma,33996,67344,0.08138736846058298,0.010869171183297811,0.12485029551121492,0.0,0.8078431487083435,0.0,0.13641361280482223,0.8078431487083435,0.13641361280482223,307831,4656,0.29357051849365234,0.0044403076171875,0.5048111190306486,0.2187693896975938,0.11043722042289437
meningioma,21770,43132,0.09740402453100756,0.02420960353475444,0.12502479820926837,0.0,0.9215686321258545,0.004502158115876775,0.17429654986082382,0.9215686321258545,0.16979439174494704,376010,3515,0.35859107971191406,0.0033521652221679688,0.5047296670685338,0.11470971516714981,0.057897396345841866
meningioma,30454,60224,0.1019197305603185,0.03149833568260261,0.12650009139748666,0.0,0.8509804010391235,0.005030060021085976,0.1825972496981501,0.8509804010391235,0.17756718967706414,398259,3430,0.3798093795776367,0.0032711029052734375,0.5056787991498406,0.15121817711589694,0.07646782621359467
meningioma,44982,89588,0.13185172633431932,0.08879296346004964,0.13607504602162163,0.0,0.8509804010391235,0.017414717748143745,0.2215397808683637,0.8509804010391235,0.20412506312021997,501348,6802,0.4781227111816406,0.0064868927001953125,0.5020984953341966,0.17869424032807552,0.08972210919361402
meningioma,43366,86588,0.08772559646229985,0.01009092502088864,0.14502284864496828,0.0,0.9176470637321472,0.0,0.13245824947835041,0.9176470637321472,0.13245824947835041,286702,11070,0.2734203338623047,0.010557174682617188,0.5008315239987066,0.3020139378169667,0.15125810074572205
meningioma,35666,70732,0.08016859558973226,0.010869171183297811,0.1261110152087982,0.0,0.9019607901573181,0.0,0.13125164667510167,0.9019607901573181,0.13125164667510167,295263,5885,0.2815847396850586,0.005612373352050781,0.5042413617598823,0.23955592133115222,0.12079400398966346
meningioma,45952,91236,0.10035406449171429,0.01876353665879557,0.13843643693559537,0.0,0.8705882430076599,0.0039026854334369017,0.17562083848021356,0.8705882430076599,0.17171815304677665,362678,7428,0.34587669372558594,0.007083892822265625,0.5036608356350564,0.25156199162893805,0.12670192291784999
meningioma,43116,85940,0.10167445248266288,0.01418022504446198,0.1405102405566494,0.0,0.929411768913269,0.003001438862718424,0.18144803186862407,0.929411768913269,0.17844659300590565,374038,9076,0.35671043395996094,0.008655548095703125,0.5016988596695369,0.2297627513782022,0.11527171036097937
meningioma,146530,291560,0.2882443581200229,0.2459628821965061,0.21268673850180544,0.0,0.95686274766922,0.1126987589855206,0.43604189528098963,0.95686274766922,0.323343136295469,813375,102717,0.7756948471069336,0.09795856475830078,0.5025723693236384,0.3584570462578761,0.18015060703857386
meningioma,26496,52196,0.08140930629395286,0.009781995630167531,0.12059640513332748,0.0,0.843137264251709,0.0,0.14049667375005248,0.843137264251709,0.14049667375005248,319535,2144,0.3047323226928711,0.002044677734375,0.5076251053720592,0.1633498677766129,0.08292049384261505
meningioma,20300,39920,0.09499390138576577,0.03482943549628749,0.11375757647387211,0.0,0.8117647171020508,0.007246114409008495,0.16854813981172262,0.8117647171020508,0.16130202540271413,388839,1153,0.37082576751708984,0.0010995864868164062,0.5085170340681363,0.10266459897283965,0.052206697373463055
meningioma,36554,72588,0.0844551721722414,0.009243073598212744,0.12878199166309595,0.0,0.7803921699523926,0.0,0.1469672935528064,0.7803921699523926,0.1469672935528064,320344,5605,0.30550384521484375,0.005345344543457031,0.5035818592604838,0.22659391154508904,0.11410858327298154
meningioma,160530,318354,0.2724772444833125,0.23438724910770165,0.21687823855220187,0.0,1.0,0.09908525513187061,0.366175520580348,1.0,0.2670902654484774,785561,102529,0.7491693496704102,0.0977792739868164,0.504249985864792,0.4052568801149752,0.20435077606958593
meningioma,26216,52020,0.08950043450162201,0.024600381772848852,0.1179581143244198,0.0,0.9411764740943909,0.006885541093397705,0.15128582489362527,0.9411764740943909,0.14440028380022757,356988,4504,0.3404502868652344,0.00429534912109375,0.5039600153787005,0.1457191838381122,0.07343664212802671
meningioma,36500,72280,0.0975677973141592,0.04097312955434256,0.12154574267548153,0.0,0.8156862854957581,0.00554593586669901,0.16507912925227378,0.8156862854957581,0.15953319338557476,384908,3642,0.3670768737792969,0.0034732818603515625,0.5049806308799114,0.18778513307075975,0.0948278549679404
meningioma,69960,139688,0.1313774708167983,0.049912596201086006,0.17804525352636463,0.0,1.0,0.003149833643064792,0.21523037173330425,1.0,0.21208053809023947,435347,37627,0.4151792526245117,0.03588390350341797,0.5008304220835004,0.3208658839959848,0.16069939611390455
meningioma,24226,47884,0.08922712512899535,0.017434144466972088,0.11915170047073899,0.0,0.8352941274642944,0.003963410117423952,0.15769489343718765,0.8352941274642944,0.1537314833197637,354801,3118,0.3383646011352539,0.0029735565185546875,0.5059309999164648,0.13496016076617598,0.06828052908531825
meningioma,137811,273140,0.1810835994499406,0.12499753017099936,0.19382803052786335,0.0,1.0,0.0039026854334369017,0.29293451795836867,1.0,0.28903183252493175,568168,44911,0.5418472290039062,0.042830467224121094,0.5045434575675478,0.4807380915503865,0.24255325889525634
meningioma,22720,44756,0.10084751524531667,0.04478070446901188,0.11708633092862991,0.0,0.8705882430076599,0.007008227248741009,0.18161063452840384,0.8705882430076599,0.17460240727966284,415766,1655,0.39650535583496094,0.0015783309936523438,0.5076414335508088,0.10764708994963514,0.054646123059605645
meningioma,30094,59508,0.10085924581814311,0.030750476485776532,0.1261302525454869,0.0,0.843137264251709,0.004027895410431542,0.18099573444783448,0.843137264251709,0.17696783903740293,396597,3346,0.37822437286376953,0.0031909942626953125,0.5057135175102507,0.15004652077549754,0.07588055381155177
meningioma,23888,47372,0.09631093766751748,0.024251309774989478,0.12419506940314734,0.0,0.8980392217636108,0.004553485402691813,0.1715457245562849,0.8980392217636108,0.16699223915359307,372407,3515,0.35515499114990234,0.0033521652221679688,0.5042641222663177,0.12720491290442984,0.06414487375371569
meningioma,41738,83000,0.10872627227424933,0.018834666518910054,0.14369588734367625,0.0,0.8745098114013672,0.0031498336430647914,0.1975173479019534,0.8745098114013672,0.19436751425888862,385321,6471,0.36747074127197266,0.006171226501464844,0.502867469879518,0.21540481832030955,0.10832007598859134
meningioma,20038,39524,0.10434691682516435,0.039975618555167874,0.1241403256541668,0.0,0.8313725590705872,0.0046721516840900765,0.18961665478643594,0.8313725590705872,0.18494450310234586,415716,1324,0.3964576721191406,0.001262664794921875,0.506983098876632,0.09507452202946243,0.048201175802711466
meningioma,37614,74884,0.11025811777428998,0.05796891527206796,0.12660839779166772,0.0,0.9529411792755127,0.0134545672270662,0.18578885054660008,0.9529411792755127,0.17233428331953388,421448,8899,0.40192413330078125,0.008486747741699219,0.5022968858501149,0.17768265598602911,0.0892494447713597
meningioma,28314,56080,0.07008340221443829,0.02016089264264511,0.10806834705301989,0.0,0.9372549057006836,0.0,0.10483663944353624,0.9372549057006836,0.10483663944353624,268815,4540,0.2563619613647461,0.004329681396484375,0.504885877318117,0.20861931067834757,0.10532894369733832
meningioma,45276,89552,0.08630039424238702,0.011258121817033315,0.1317126890196357,0.0,0.9176470637321472,0.0,0.14973779211543742,0.9176470637321472,0.14973779211543742,317952,7387,0.30322265625,0.007044792175292969,0.5055833482222619,0.281652576489533,0.14239885265700483
meningioma,54032,107304,0.11612132920058688,0.03510023123854143,0.14321830568352165,0.0,0.9607843160629272,0.010534258738232667,0.20059385739004926,0.9607843160629272,0.1900595986518166,418497,10963,0.3991098403930664,0.010455131530761719,0.5035413404905689,0.2564032717080409,0.12910964714203446
meningioma,42762,85468,0.07556330958222851,0.00790069374095549,0.14856791353172732,0.0,0.9176470637321472,0.0,0.045032487268133255,0.9176470637321472,0.045032487268133255,227331,18667,0.21679973602294922,0.01780223846435547,0.5003276079936351,0.3759628031372756,0.188104569988255
meningioma,43782,87156,0.11095434140652487,0.01751042537468697,0.1474329826815028,0.0,0.800000011920929,0.007463450547893717,0.20206819635976275,0.800000011920929,0.19460474581186904,377093,7953,0.35962390899658203,0.007584571838378906,0.5023406305934187,0.23112600870342329,0.11610398495861764
meningioma,51446,102348,0.1269428135824436,0.06057198555580478,0.14438933966372405,0.0,0.95686274766922,0.013072241032595747,0.2172309216273097,0.95686274766922,0.20415868059471395,448971,9889,0.42817211151123047,0.009430885314941406,0.5026575995622777,0.2279612714406944,0.11458646549554426
meningioma,18002,35392,0.09582845534952761,0.055780193885010994,0.10517456382260615,0.0,0.7490196228027344,0.010635168362393668,0.1639254723341159,0.7490196228027344,0.15329030397172222,412518,390,0.39340782165527344,0.0003719329833984375,0.5086460216998192,0.08579504409504556,0.04363930786050548
meningioma,46744,92900,0.09174998506338063,0.009344303368180153,0.13620474988679207,0.0,0.8705882430076599,0.0,0.1611892317141371,0.8705882430076599,0.1611892317141371,336625,6112,0.3210306167602539,0.005828857421875,0.5031646932185145,0.2759747493501671,0.13886075009283327
meningioma,38702,76808,0.09875640542229666,0.02350107001739737,0.1316936942560663,0.0,0.8470588326454163,0.0066056836336242965,0.16935149743214617,0.8470588326454163,0.16274581379852188,363158,6342,0.34633445739746094,0.0060482025146484375,0.5038798041870638,0.2115002285506584,0.106570693747625
meningioma,23102,45620,0.11232043403293995,0.07970725591780385,0.11250068533875947,0.0,0.7960784435272217,0.0134545672270662,0.18961665478643594,0.7960784435272217,0.17616208755936974,472218,2475,0.45034217834472656,0.0023603439331054688,0.5064007014467339,0.09660792261201394,0.048922319776035644
meningioma,45916,91468,0.10030241878254419,0.01538486805342549,0.14586415478925593,0.0,0.95686274766922,0.0069170299333669175,0.16391278357015987,0.95686274766922,0.15699575363679294,340499,11902,0.3247251510620117,0.011350631713867188,0.5019897669130188,0.26862927644427737,0.13484914786827568
meningioma,39746,79444,0.06582622850776053,0.007926820234847904,0.14133315900714297,0.0,0.8823529481887817,0.0,0.01630332630840136,0.8823529481887817,0.01630332630840136,188567,15096,0.17983150482177734,0.01439666748046875,0.5003020995921655,0.4213038336506388,0.210779192541643
meningioma,59818,119028,0.1385178047218768,0.09247957212575257,0.1482155408393754,0.0,0.95686274766922,0.011750535008698685,0.23109385176033806,0.95686274766922,0.21934331675163937,509854,13508,0.4862346649169922,0.012882232666015625,0.5025540209026448,0.23345506752913578,0.11732378288686565
meningioma,26586,52892,0.08941664429594906,0.02215397843758887,0.12017283006286554,0.0,0.7882353067398071,0.0026422735162003434,0.15528619636503818,0.7882353067398071,0.15264392284883785,355662,2917,0.3391857147216797,0.0027818679809570312,0.5026469031233457,0.14871422867778958,0.07475074649526797
meningioma,59500,118424,0.10297975830953628,0.016766867002414396,0.14686586848433034,0.0,0.8274509906768799,0.003060240526330535,0.17984277005400803,0.8274509906768799,0.1767825295276775,351614,9775,0.3353252410888672,0.009322166442871094,0.5024319394717287,0.33680115126246396,0.16921965564511082
meningioma,85604,170936,0.20703736763050196,0.14769319192227576,0.1654174448610289,0.0,0.9058823585510254,0.08195639178507994,0.3202471548085377,0.9058823585510254,0.23829076302345778,718265,32659,0.6849908828735352,0.03114604949951172,0.5007956194131137,0.23798458786102622,0.1191816390886372
meningioma,40430,80216,0.11219855655651036,0.04503248726813326,0.13261557251236886,0.0,0.8549019694328308,0.00760808871028397,0.2026197365226492,0.8549019694328308,0.1950116478123652,430365,6379,0.4104280471801758,0.006083488464355469,0.5040141617632392,0.18639062191395675,0.09394351306449177
meningioma,49184,97776,0.11318271548183947,0.029212952807544625,0.1439409134179562,0.0,0.9529411792755127,0.009449500555171722,0.19488378353011426,0.9529411792755127,0.18543428297494255,405959,11658,0.38715267181396484,0.011117935180664062,0.5030273277695958,0.24085190869028647,0.12115509201668148
meningioma,40700,81024,0.08168413958030707,0.010869171183297811,0.13516587037956498,0.0,0.8941176533699036,0.0,0.12087949806467603,0.8941176533699036,0.12087949806467603,279196,6628,0.2662620544433594,0.006320953369140625,0.5023203001579779,0.29020473072680125,0.14577572744595194
meningioma,57086,113680,0.12698227146212884,0.05621894385523772,0.1489086909888625,0.0,0.929411768913269,0.011091871733398019,0.21846457655928356,0.929411768913269,0.20737270482588555,450320,12379,0.4294586181640625,0.011805534362792969,0.5021639690358902,0.2524427074080654,0.12676763190620002
meningioma,43192,86044,0.12228070276929033,0.0660568350812304,0.13607774718958585,0.0,0.9137254953384399,0.014431669521964978,0.20916754500947898,0.9137254953384399,0.194735875487514,463884,9484,0.4423942565917969,0.009044647216796875,0.5019757333457301,0.18548602667908357,0.09310948426761863
meningioma,196436,389800,0.343881948893542,0.32998316595861715,0.26474610339130455,0.0,1.0,0.09094240661675593,0.5601188766276637,1.0,0.4691764700109078,772889,206525,0.7370843887329102,0.19695758819580078,0.5039404822986147,0.5043415031136425,0.25415810032229724
meningioma,39012,77316,0.10770920643466073,0.03043235484113588,0.1351322301444087,0.0,0.9058823585510254,0.005284547032400687,0.1922559266282098,0.9058823585510254,0.18697137959580912,403317,5703,0.38463306427001953,0.005438804626464844,0.5045786124476176,0.19170032505448567,0.09672788402174964
meningioma,38462,76316,0.078493239949167,0.007758247595793524,0.12571531654533272,0.0,0.886274516582489,0.0,0.1294030321310681,0.886274516582489,0.1294030321310681,296664,6305,0.28292083740234375,0.006012916564941406,0.5039834372870695,0.2572472561551115,0.12964835638972036
meningioma,62608,124724,0.13422391498515285,0.0581300154738888,0.15639982781552209,0.0,0.9490196108818054,0.013072241032595747,0.23266784672632784,0.9490196108818054,0.2195956056937321,455975,16534,0.43485164642333984,0.015768051147460938,0.5019723549597511,0.27353254016119305,0.13730577334283678
meningioma,20964,41408,0.0692194443140002,0.00760808871028397,0.11595555265412708,0.0,0.8039215803146362,0.0,0.10005066359099812,0.8039215803146362,0.10005066359099812,262326,1830,0.25017356872558594,0.0017452239990234375,0.5062789799072643,0.15784939350274085,0.079915829921548
meningioma,46998,93196,0.11353494099335087,0.05718191031562034,0.132471647881451,0.0,0.9333333373069763,0.011091871733398019,0.19020220962639123,0.9333333373069763,0.17911033789299322,433387,7716,0.41331005096435547,0.007358551025390625,0.5042920297008455,0.21504106029945522,0.10844349276743419
meningioma,40104,79704,0.10863501694440143,0.03748794490316694,0.1321073039052234,0.0,0.8705882430076599,0.008717072233486044,0.1895123881596093,0.8705882430076599,0.18079531592612325,410513,6270,0.3914957046508789,0.0059795379638671875,0.5031616982836495,0.19415706688947731,0.09769239950988154
meningioma,49890,99324,0.0848684882766117,0.0075054148417622564,0.14681261239511362,0.0,0.9764705896377563,0.0,0.11412328570754234,0.9764705896377563,0.11412328570754234,272431,9240,0.2598104476928711,0.00881195068359375,0.5022955176996496,0.36458405981698117,0.1831289390708106
meningioma,35026,69668,0.08483344864026969,0.02307730116671076,0.11943083927002576,0.0,0.9215686321258545,0.004502158115876776,0.1370940722682051,0.9215686321258545,0.13259191415232832,330172,8200,0.3148765563964844,0.00782012939453125,0.5027559281162083,0.2110051730613135,0.10608410161976183
meningioma,43906,87252,0.12040242154132935,0.06860617159540192,0.13500669586507655,0.0,0.9450980424880981,0.011412132613719954,0.20639889789943047,0.9450980424880981,0.19498676528571052,458100,9320,0.4368782043457031,0.00888824462890625,0.503209095493513,0.1904649639816634,0.09584370224841737
meningioma,223007,441780,0.2626732821742321,0.17381526855540091,0.24674747208342682,0.0,1.0,0.06754873268464016,0.4117647111415863,1.0,0.3442159784569461,647919,123140,0.6179037094116211,0.11743545532226562,0.5047919779075558,0.6818444898204868,0.3441896286418518
meningioma,69244,137904,0.13369542471867388,0.05145462688620802,0.1597390217978081,0.0,0.9764705896377563,0.009449500555171722,0.23623751911561017,0.9764705896377563,0.22678801856043845,453924,15709,0.4328956604003906,0.014981269836425781,0.5021174150133426,0.30380416104898617,0.15254536001621416
meningioma,32678,64880,0.09321693048839506,0.019395618528862603,0.12477516979049323,0.0,0.9215686321258545,0.004357413850003616,0.16450749198218312,0.9215686321258545,0.1601500781321795,362006,5814,0.34523582458496094,0.0055446624755859375,0.503668310727497,0.17922354878095942,0.09026922205709298
meningioma,23044,45600,0.09526325013816053,0.050501763492402076,0.10869886771654626,0.0,0.8901960849761963,0.009449500555171722,0.16307258211797332,0.8901960849761963,0.1536230815628016,404722,3890,0.3859729766845703,0.0037097930908203125,0.5053508771929824,0.11266993145912503,0.056937848696142046
meningioma,62816,124984,0.09643921364489956,0.019219047438467987,0.14334466692239578,0.0,0.9058823585510254,0.0,0.1509018014289627,0.9058823585510254,0.1509018014289627,336826,11370,0.32122230529785156,0.010843276977539062,0.5025923318184727,0.37106399149709346,0.18649391674039414
meningioma,45982,91092,0.08692090211093471,0.007758247595793524,0.13372287765540805,0.0,0.9450980424880981,0.0,0.15217465360595311,0.9450980424880981,0.15217465360595311,324592,7000,0.3095550537109375,0.00667572021484375,0.5047863698239143,0.28063538226450435,0.14166091585744567
meningioma,34884,69260,0.0935584915812962,0.01630332630840136,0.13123313095673514,0.0,0.8352941274642944,0.003452481819413723,0.1637913419589161,0.8352941274642944,0.16033886013950238,346723,4853,0.3306608200073242,0.004628181457519531,0.5036673404562518,0.19975600118826844,0.10061057385867105
meningioma,37948,75540,0.10206400281739796,0.03950346807933944,0.12504058698578654,0.0,0.8784313797950745,0.011352912938077662,0.17262453512199094,0.8784313797950745,0.16127162218391328,391631,8469,0.3734884262084961,0.008076667785644531,0.5023563674874238,0.1928856500123841,0.09689733448067185
meningioma,54806,109144,0.1266720936798798,0.05661444882865489,0.14708645037713633,0.0,0.8901960849761963,0.01321136726724858,0.21738342022423676,0.8901960849761963,0.20417205295698818,454534,12797,0.43347740173339844,0.012204170227050781,0.5021439566077842,0.2401228510958476,0.12057623852121073
meningioma,36894,73100,0.10745768213164644,0.02420960353475444,0.13859815515317656,0.0,0.8823529481887817,0.003353373480121221,0.1940104781999158,0.8823529481887817,0.19065710471979458,397010,4570,0.3786182403564453,0.0043582916259765625,0.5047058823529412,0.18412634442457368,0.09292964912722601
meningioma,50272,100072,0.105354232586282,0.01951342670376551,0.14717294249821744,0.0,0.9803921580314636,0.00369722952708958,0.1833012846100149,0.9803921580314636,0.17960405508292532,368925,13404,0.3518342971801758,0.012783050537109375,0.5023583020225437,0.27125296469472115,0.13626617876262112
meningioma,41344,82216,0.12783465082097192,0.08004053232107329,0.13676094789258897,0.0,0.9019607901573181,0.011708055836891704,0.219753724250804,0.9019607901573181,0.2080456684139123,487935,7277,0.4653310775756836,0.006939888000488281,0.5028704874963511,0.16849785319765953,0.08473259757959564
meningioma,33196,65676,0.095568400400917,0.015759619162446243,0.1273884624878109,0.0,0.8823529481887817,0.003963410117423952,0.17381526855540097,0.8823529481887817,0.169851858437977,369441,4579,0.3523263931274414,0.004366874694824219,0.5054510018880565,0.17777128147660926,0.08985467232927585
meningioma,18170,35936,0.07615532826868561,0.0134545672270662,0.10877813373076144,0.0,0.8823529481887817,0.0,0.13310026121913526,0.8823529481887817,0.13310026121913526,318995,1990,0.3042173385620117,0.0018978118896484375,0.5056211041852182,0.1126538033511497,0.05696014044107275
meningioma,140439,279748,0.2085730209366721,0.16357840999911538,0.20825652693847693,0.0,1.0,0.007505414841762256,0.3491211298345572,1.0,0.3416157149927949,614996,57962,0.5865058898925781,0.05527687072753906,0.5020196748502224,0.4548777553024735,0.22835758281354676
meningioma,49500,98864,0.08613753524170849,0.00709011252223099,0.15613514874415899,0.0,0.9176470637321472,0.0,0.10022287696478697,0.9176470637321472,0.10022287696478697,262567,17954,0.25040340423583984,0.017122268676757812,0.500687813562065,0.37652865744743247,0.18852331024081473
meningioma,43380,86372,0.09812904218339474,0.019410774545629776,0.13575913244496196,0.0,0.9686274528503418,0.00403217862428812,0.16562437036604133,0.9686274528503418,0.1615921917417532,360805,8308,0.34409046173095703,0.007923126220703125,0.5022460982725884,0.23938692645611895,0.1202311497900528
meningioma,44410,88556,0.08245988836137882,0.009781995630167531,0.1381305786581987,0.0,0.9215686321258545,0.0,0.12756114792331494,0.9215686321258545,0.12756114792331494,286296,11319,0.27303314208984375,0.010794639587402344,0.5014905822304531,0.30931623215133985,0.1551191773549054
meningioma,44296,88068,0.11069367662986959,0.043574137465205956,0.1328801202776979,0.0,0.9058823585510254,0.013167823110071825,0.18736878985858937,0.9058823585510254,0.17420096674851754,413022,8983,0.3938884735107422,0.008566856384277344,0.5029749738838171,0.2132283510321484,0.10724852429168422
meningioma,48032,95964,0.09384932122211444,0.008717072233486044,0.14952724909741458,0.0,0.9647058844566345,0.002301654637378085,0.15528363574753815,0.9647058844566345,0.15298198111016006,320290,14849,0.3054523468017578,0.014161109924316406,0.500521028719103,0.2996159730244466,0.14996409503887104
meningioma,33034,65316,0.11118895545172336,0.055780193885010994,0.12603416566055223,0.0,0.9764705896377563,0.01009092502088864,0.19569347473723292,0.9764705896377563,0.18560254971634427,444448,5100,0.423858642578125,0.004863739013671875,0.5057566293098169,0.14695982432140542,0.07432590539275685
meningioma,47612,94556,0.11467967341996897,0.03464816895164475,0.13996207157472915,0.0,0.8705882430076599,0.007805370866873804,0.20541838524013517,0.8705882430076599,0.19761301437326137,417685,7053,0.39833545684814453,0.006726264953613281,0.5035322983205719,0.22638112453164466,0.11399020793181465
meningioma,33490,66448,0.09940677296315593,0.04952374105665314,0.11899462335760946,0.0,0.8627451062202454,0.007384659771490037,0.16917155126662228,0.8627451062202454,0.16178689149513226,412068,5300,0.3929786682128906,0.005054473876953125,0.5040031302672767,0.16125493850529524,0.08127299377772601
meningioma,29248,57940,0.087391196088591,0.021738342366595623,0.11790178288835482,0.0,0.9019607901573181,0.0,0.15596581449546737,0.9019607901573181,0.15596581449546737,350948,3928,0.3346900939941406,0.00374603271484375,0.5047980669658267,0.16509568369103114,0.08333998199163409
meningioma,39222,77812,0.11066640644733934,0.02898445763603398,0.13923958709301945,0.0,0.9019607901573181,0.005030060021085976,0.19856644074855206,0.9019607901573181,0.1935363807274661,403002,4787,0.38433265686035156,0.004565238952636719,0.5040610702719375,0.19308092763807624,0.09732457903434723
meningioma,45930,91156,0.10445553964973191,0.018434951853750138,0.14224458718712435,0.0,0.8901960849761963,0.003811454027809646,0.18578885054660005,0.8901960849761963,0.1819773965187904,372978,9241,0.3556995391845703,0.008812904357910156,0.5038615121330466,0.24440047402259651,0.12314399240705887
meningioma,40432,80344,0.076873642944586,0.009094240805660011,0.13092521971558685,0.0,0.9411764740943909,0.0,0.11042201655452336,0.9411764740943909,0.11042201655452336,270978,8043,0.2584247589111328,0.007670402526855469,0.5032360848352087,0.29649639454125426,0.1492076847566961
